ImageFile:
-0.169158 -0.258964 68808 1 0.133854 0.193269 1 0 891 -0.132988 0.143874 0.133676 0.0710626 3.72177 133.815 
-0.131425 -0.302435 68969 1 0.296354 0.164423 2 0 895 -0.133594 0.150696 0.128848 0.149595 3.76773 133.846 
-0.0368532 -0.43938 69210 1 0.419792 0.149038 3 0 901 -0.133967 0.155787 0.120814 0.229022 3.87436 133.945 
-0.121727 -0.387955 69289 1 0.491667 0.136538 4 0 903 -0.131485 0.145074 0.125211 0.105168 3.83032 133.841 
-0.121727 -0.387955 69289 1 0.49375 0.134615 5 0 903 -0.131485 0.145074 0.125211 0.105168 3.83032 133.841 
-0.121727 -0.387955 69289 1 0.49375 0.134615 6 0 903 -0.131485 0.145074 0.125211 0.105168 3.83032 133.841 
0.299963 -0.0406362 69488 1 0.503125 0.147115 7 0 908 -0.132302 0.147748 0.118547 0.15377 3.9148 134.126 
0.296736 0.0298064 69529 1 0.559375 0.147115 8 0 909 -0.132647 0.150407 0.122985 0.179327 3.86162 134.078 
0.321887 -0.0316596 69609 1 0.629167 0.181731 9 0 911 -0.131426 0.154537 0.116388 0.205448 3.9309 134.057 
0.321887 -0.0316596 69609 1 0.670833 0.217308 10 0 911 -0.131426 0.154537 0.116388 0.205448 3.9309 134.057 
0.328479 -0.0199664 69649 1 0.70625 0.224038 11 0 912 -0.133077 0.154463 0.116417 0.19919 3.93108 134.178 
0.372231 0.00587198 69849 1 0.750521 0.214423 12 0 917 -0.134368 0.158881 0.122874 0.241056 3.87973 134.126 
0.34874 0.0545674 69930 1 0.800521 0.164423 13 0 919 -0.133406 0.148261 0.126241 0.138114 3.84309 134.007 
0.34874 0.0545674 69930 1 0.825521 0.119231 14 0 919 -0.133406 0.148261 0.126241 0.138114 3.84309 134.007 
0.376567 0.0788222 70090 1 0.839063 0.0971154 15 0 923 -0.133401 0.14987 0.130533 0.171002 3.80694 134.082 
0.380479 0.108792 70171 1 0.839583 0.0971154 16 0 925 -0.134048 0.147417 0.132943 0.149595 3.78472 134.067 
0.375376 0.139861 70250 1 0.844271 0.105769 17 0 927 -0.133493 0.144116 0.137456 0.114331 3.74595 134.081 
0.375376 0.139861 70250 1 0.851042 0.111538 18 0 927 -0.133493 0.144116 0.137456 0.114331 3.74595 134.081 
0.375376 0.139861 70250 1 0.851563 0.111538 19 0 927 -0.133493 0.144116 0.137456 0.114331 3.74595 134.081 
1.28763 0.126421 70451 1 0.853646 0.110577 20 0 932 -0.133634 0.140483 0.13801 0.0190048 3.70666 133.889 
1.18572 0.15588 70532 1 0.853646 0.110577 21 1 934 -0.134019 0.129066 0.136562 -0.119732 3.69419 133.666 
1.20693 0.0970846 70572 1 0.844792 0.121154 22 0 935 -0.134849 0.130899 0.132396 -0.0984231 3.73666 133.831 
1.20693 0.0970846 70572 1 0.531771 0.475962 23 0 935 -0.134849 0.130899 0.132396 -0.0984231 3.73666 133.831 
1.30336 0.150782 70774 1 0.172396 0.841346 24 0 940 -0.132546 0.129408 0.144335 -0.115625 3.65123 133.777 
1.35737 0.242681 70852 1 0.164063 0.834615 25 0 942 -0.128179 0.128574 0.138507 -0.108477 3.73893 134.168 
0.537485 0.325784 70934 1 0.164063 0.834615 26 0 944 -0.126166 0.121695 0.154729 -0.135361 3.60647 133.936 
0.537485 0.325784 70934 1 0.164063 0.834615 27 0 944 -0.126166 0.121695 0.154729 -0.135361 3.60647 133.936 
0.537485 0.325784 70934 1 0.165104 0.834615 28 0 944 -0.126166 0.121695 0.154729 -0.135361 3.60647 133.936 
0.812924 0.517914 71132 1 0.168229 0.827885 29 0 949 -0.123878 0.126155 0.145576 0.0267959 3.81912 134.015 
0.93586 3.94526 71213 1 0.166146 0.821154 30 0 951 -0.123377 0.125789 0.140711 0.068736 3.90371 134.363 
1.64371 3.17107 71253 1 0.151042 0.844231 31 0 952 -0.121757 0.131729 0.130385 0.209181 4.0323 134.6 
1.64371 3.17107 71253 1 0.126042 0.889423 32 0 952 -0.121757 0.131729 0.130385 0.209181 4.0323 134.6 
0.92744 1.52541 71294 1 0.119792 0.901923 33 0 953 -0.122792 0.122321 0.124133 0.123046 4.09702 134.671 
0.849996 0.4487 71492 1 0.109375 0.919231 34 0 958 -0.121924 0.126618 0.126749 0.180404 4.02169 134.354 
0.930682 0.367805 71533 1 0.101042 0.925 35 1 959 -0.123881 0.126093 0.131804 0.198526 3.97516 134.009 
0.93066 0.371039 71613 1 0.0947917 0.930769 36 1 961 -0.123582 0.126133 0.131732 0.198016 3.97444 134.015 
0.93066 0.371039 71613 1 0.090625 0.939423 37 1 961 -0.123582 0.126133 0.131732 0.198016 3.97444 134.015 
0.930379 0.373176 71653 1 0.0869792 0.945192 38 1 962 -0.123344 0.126168 0.131705 0.197676 3.97426 134.015 
0.628491 1.13426 71813 1 0.0796875 0.952885 39 1 966 -0.119241 0.125931 0.129465 0.217196 3.98623 133.733 
0.621642 1.16017 71893 1 0.075 0.963462 40 1 968 -0.119815 0.128327 0.133539 0.232376 3.95045 133.743 
0.597606 1.2557 71974 1 0.0729167 0.971154 41 0 970 -0.117209 0.126869 0.141877 0.204436 3.85263 133.168 
0.573394 1.29486 72014 1 0.0729167 0.975962 42 0 971 -0.116829 0.125746 0.143435 0.190835 3.83725 133.165 
0.47809 1.37265 72093 1 0.0729167 0.976923 43 0 973 -0.113694 0.115127 0.152667 0.0850087 3.74881 132.969 
0.081464 1.58402 72174 1 0.0729167 0.976923 44 0 975 -0.108755 0.109292 0.172606 0.0288193 3.52277 132.236 
-0.0506626 1.62173 72255 1 0.0729167 0.976923 45 0 977 -0.103485 0.110282 0.182971 0.0763219 3.42006 131.817 
-0.093203 1.74531 72335 1 0.0729167 0.976923 46 0 979 -0.0992137 0.101166 0.191461 0.065325 3.31959 131.429 
-0.18029 1.65554 72375 1 0.0729167 0.976923 47 0 980 -0.0968346 0.0954541 0.186544 0.0392625 3.3825 131.824 
-0.18029 1.65554 72375 1 0.0729167 0.976923 48 0 980 -0.0968346 0.0954541 0.186544 0.0392625 3.3825 131.824 
-0.18029 1.65554 72375 1 0.0729167 0.976923 49 0 980 -0.0968346 0.0954541 0.186544 0.0392625 3.3825 131.824 
0.0530833 1.59883 72575 1 0.0729167 0.976923 50 0 985 -0.0974228 0.121734 0.18639 0.403239 3.40805 132.257 
-0.00419508 1.78499 72655 1 0.0729167 0.976923 51 0 987 -0.100514 0.11719 0.197446 0.355916 3.29167 133.117 
-0.00566125 1.6524 72696 1 0.0729167 0.976923 52 0 988 -0.100991 0.111172 0.18181 0.29103 3.45702 133.659 
-0.00566125 1.6524 72696 1 0.0729167 0.976923 53 0 988 -0.100991 0.111172 0.18181 0.29103 3.45702 133.659 
0.00267321 1.44723 72736 1 0.0729167 0.976923 54 0 989 -0.100418 0.107733 0.164117 0.249739 3.65157 134.153 
0.253249 1.06235 72935 1 0.0729167 0.976923 55 1 994 -0.101867 0.133223 0.127378 0.529145 4.03589 135.045 
0.316765 1.01346 72975 1 0.0729167 0.976923 56 1 995 -0.0996384 0.138033 0.120412 0.592779 4.10651 135.131 
0.344587 0.964697 73018 1 0.0729167 0.976923 57 1 996 -0.102849 0.139725 0.119567 0.644991 4.1137 135.243 
0.344587 0.964697 73018 1 0.0729167 0.976923 58 1 996 -0.102849 0.139725 0.119567 0.644991 4.1137 135.243 
0.316379 0.947784 73216 1 0.0729167 0.976923 59 1 1001 -0.0959841 0.132776 0.115556 0.64007 4.13545 135.307 
0.340425 0.943729 73256 1 0.0729167 0.976923 60 1 1002 -0.0959096 0.132314 0.112281 0.648698 4.16158 135.238 
0.358619 0.945429 73336 1 0.0729167 0.976923 61 1 1004 -0.0962875 0.132402 0.111563 0.659194 4.16606 135.211 
0.374729 0.9283 73417 1 0.0729167 0.976923 62 1 1006 -0.096413 0.132365 0.111309 0.66676 4.17276 135.225 
0.376147 0.837562 73457 1 0.107813 0.963462 63 1 1007 -0.0959924 0.136559 0.1083 0.71117 4.20424 135.247 
0.390913 0.926109 73537 1 0.336979 0.904808 64 1 1009 -0.0950577 0.139465 0.105532 0.742887 4.22712 135.323 
0.203226 1.62214 73576 1 0.5375 0.874038 65 0 1010 -0.0952213 0.139419 0.105461 0.743096 4.22644 135.336 
0.950771 0.00355395 73700 1 0.629167 0.854808 66 1 1013 -0.0967861 0.1193 0.0776641 0.506173 4.49728 135.314 
0.907347 -0.27533 73777 1 0.660417 0.836538 67 0 1015 -0.0956107 0.118679 0.0815653 0.488977 4.43741 135.075 
0.827061 -0.242039 73817 1 0.704167 0.834615 68 0 1016 -0.0943072 0.110807 0.086847 0.40848 4.37771 134.974 
0.856843 -0.39985 73898 1 0.751042 0.833654 69 0 1018 -0.0904606 0.122826 0.0790594 0.540297 4.45086 134.84 
0.723013 -0.862328 73978 1 0.788542 0.852885 70 0 1020 -0.0900152 0.114117 0.0875979 0.461969 4.33321 134.641 
0.745531 -0.619365 74018 1 0.810417 0.888462 71 0 1021 -0.0893427 0.119227 0.0891306 0.538194 4.33485 134.914 
0.411602 1.27743 74059 1 0.811979 0.890385 72 0 1022 -0.0865758 0.120216 0.0915717 0.612547 4.30659 134.607 
0.578797 2.28997 74097 1 0.811979 0.890385 73 0 1023 -0.0878204 0.116472 0.108572 0.582557 4.12704 134.444 
0.578797 2.28997 74097 1 0.811979 0.890385 74 0 1023 -0.0878204 0.116472 0.108572 0.582557 4.12704 134.444 
0.373858 1.33756 74138 1 0.810417 0.896154 75 0 1024 -0.0854537 0.128418 0.103671 0.695413 4.18054 134.567 
0.727297 -0.855095 74379 1 0.839583 0.853846 76 0 1030 -0.0851776 0.116117 0.0974697 0.518359 4.20148 134.141 
0.720281 -0.870821 74419 1 0.939583 0.771154 77 0 1031 -0.0872773 0.11309 0.0973632 0.498618 4.20757 134.139 
0.695031 -0.777394 74498 1 1.03385 0.757692 78 0 1033 -0.0853087 0.108341 0.103334 0.451977 4.16636 134.161 
0.695031 -0.777394 74498 1 1.06979 0.790385 79 0 1033 -0.0853087 0.108341 0.103334 0.451977 4.16636 134.161 
0.89889 0.882478 74659 1 1.05729 0.873077 80 1 1037 -0.08308 0.104499 0.128695 0.454534 3.98827 134.089 
0.89889 0.882478 74698 1 0.979167 0.950962 81 1 1038 -0.08308 0.104499 0.128695 0.454534 3.98827 134.089 
0.846733 0.859811 74779 1 0.9375 0.875962 82 1 1040 -0.0827034 0.0958698 0.13434 0.372399 3.95078 133.906 
0.843045 0.849053 74820 1 0.973958 0.772115 83 1 1041 -0.0825884 0.0959778 0.134469 0.371426 3.95198 133.881 
0.843045 0.849053 74820 1 1.0026 0.727885 84 1 1041 -0.0825884 0.0959778 0.134469 0.371426 3.95198 133.881 
0.887374 0.710616 75020 1 1.00417 0.682692 85 1 1046 -0.0816953 0.100705 0.136059 0.506266 4.05399 133.766 
0.835275 0.804259 75061 1 1.00156 0.633654 86 1 1047 -0.0810333 0.0909862 0.144149 0.413157 3.98266 133.725 
1.64382 1.23632 75220 1 1.00937 0.629808 87 0 1051 -0.0784898 0.0851001 0.124698 0.347961 4.16259 133.833 
1.73904 1.17729 75300 1 1.04427 0.657692 88 0 1053 -0.0799607 0.095617 0.116266 0.440738 4.24575 133.823 
1.78149 1.13949 75381 1 1.05781 0.660577 89 0 1055 -0.080898 0.103525 0.114661 0.489167 4.27335 133.857 
1.80819 1.11528 75421 1 1.05781 0.661538 90 0 1056 -0.0826483 0.106714 0.113369 0.514487 4.28355 133.863 
1.14585 0.630992 75500 1 1.05781 0.661538 91 1 1058 -0.081166 0.121536 0.109927 0.670754 4.31095 133.884 
0.9943 0.676435 75580 1 1.05781 0.661538 92 1 1060 -0.0828005 0.120483 0.114421 0.678321 4.25176 133.822 
1.03359 0.61319 75701 1 1.05781 0.661538 93 1 1063 -0.0819497 0.118177 0.104901 0.696639 4.34273 133.962 
1.04565 0.625332 75789 1 1.05781 0.661538 94 1 1065 -0.0807637 0.117963 0.104643 0.699338 4.34162 133.959 
1.01965 0.596771 75861 1 1.05781 0.661538 95 1 1067 -0.0790998 0.117798 0.103245 0.713801 4.3454 133.899 
1.02665 0.621002 75982 1 1.05781 0.661538 96 1 1070 -0.0789105 0.117671 0.10282 0.71434 4.34173 133.952 
1.0268 0.627159 76021 1 1.05781 0.661538 97 1 1071 -0.0789941 0.117618 0.102699 0.714736 4.34061 133.969 
1.0406 0.640116 76102 1 1.05781 0.661538 98 1 1073 -0.0792076 0.122202 0.0980298 0.759032 4.367 133.821 
1.14021 0.516551 76182 1 1.05781 0.661538 99 1 1075 -0.0812281 0.124625 0.0888114 0.801758 4.48169 134.01 
1.13553 0.478916 76221 1 1.05781 0.661538 100 1 1076 -0.0789482 0.125348 0.0861491 0.811389 4.51264 133.928 
1.16224 0.504541 76302 1 1.05781 0.661538 101 1 1078 -0.0782651 0.128344 0.0875279 0.863575 4.49696 133.944 
1.20825 0.498819 76383 1 1.05781 0.661538 102 0 1080 -0.0777372 0.126259 0.087694 0.879939 4.49183 133.97 
1.20042 0.511461 76422 1 1.05781 0.661538 103 0 1081 -0.0762093 0.126367 0.0872153 0.890374 4.49202 133.943 
1.17059 0.534043 76504 1 1.05781 0.661538 104 0 1083 -0.075712 0.125481 0.0905865 0.899047 4.46484 133.968 
1.12432 0.563574 76582 1 1.05781 0.661538 105 1 1085 -0.0749366 0.121909 0.0921747 0.876626 4.43986 133.876 
1.14092 0.583309 76622 1 1.05781 0.661538 106 1 1086 -0.076317 0.120636 0.0937645 0.868499 4.41998 133.962 
1.17523 0.607803 76702 1 1.05781 0.661538 107 1 1088 -0.0765644 0.124973 0.0931526 0.928041 4.42025 133.875 
1.07947 0.604872 76783 1 1.05781 0.661538 108 1 1090 -0.0758287 0.115325 0.0930412 0.825019 4.42486 133.956 
1.18593 0.58258 76823 1 1.05781 0.661538 109 1 1091 -0.0773507 0.127431 0.0879298 0.953536 4.47472 133.933 
1.15495 0.635704 76903 1 1.05781 0.661538 110 1 1093 -0.0753914 0.123598 0.0906708 0.888203 4.43761 133.758 
1.2729 0.575848 76983 1 1.05781 0.661538 111 0 1095 -0.0775823 0.127826 0.0864458 0.918538 4.498 133.919 
